index,C#,CNAME,PERIOD,CREDIT,TEACHER
2420,MLMD100214,中国近现代史纲要,32.0,2.0,刘哲民
2421,MLMD100214,中国近现代史纲要,32.0,2.0,刘哲民
2422,MLMD100214,中国近现代史纲要,32.0,2.0,刘哲民
2423,MLMD100214,中国近现代史纲要,32.0,2.0,刘哲民
2424,MLMD100214,中国近现代史纲要,32.0,2.0,刘哲民
2425,MLMD100214,中国近现代史纲要,32.0,2.0,刘哲民
2426,MLMD100214,中国近现代史纲要,32.0,2.0,靳小勇
2427,MLMD100214,中国近现代史纲要,32.0,2.0,靳小勇
2428,MLMD100214,中国近现代史纲要,32.0,2.0,靳小勇
2429,MLMD100214,中国近现代史纲要,32.0,2.0,靳小勇
2430,MLMD100214,中国近现代史纲要,32.0,2.0,靳小勇
2431,MLMD100214,中国近现代史纲要,32.0,2.0,靳小勇
2432,MLMD100214,中国近现代史纲要,32.0,2.0,靳小勇
2433,MLMD100214,中国近现代史纲要,32.0,2.0,王书吟
2434,MLMD100214,中国近现代史纲要,32.0,2.0,王书吟
2435,MLMD100214,中国近现代史纲要,32.0,2.0,王书吟
2436,MLMD100214,中国近现代史纲要,32.0,2.0,王书吟
2437,MLMD100214,中国近现代史纲要,32.0,2.0,王书吟
2438,MLMD100214,中国近现代史纲要,32.0,2.0,王书吟
2439,MLMD100214,中国近现代史纲要,32.0,2.0,王书吟
2440,MLMD190814,形势与政策2（民族预科）,32.0,2.0,李家胜
2441,MLMD196614,马克思主义基本原理,48.0,3.0,唐敏
2442,MLMD196614,马克思主义基本原理,48.0,3.0,唐敏
2443,MLMD196614,马克思主义基本原理,48.0,3.0,唐敏
2444,MLMD196614,马克思主义基本原理,48.0,3.0,唐敏
2445,MLMD196614,马克思主义基本原理,48.0,3.0,孟书敏
2446,MLMD196614,马克思主义基本原理,48.0,3.0,孟书敏
2447,MLMD196614,马克思主义基本原理,48.0,3.0,孟书敏
2448,MLMD196614,马克思主义基本原理,48.0,3.0,孟书敏
2449,MLMD196614,马克思主义基本原理,48.0,3.0,胡晓迪
2450,MLMD196614,马克思主义基本原理,48.0,3.0,胡晓迪
2451,MLMD196614,马克思主义基本原理,48.0,3.0,胡晓迪
2452,MLMD196614,马克思主义基本原理,48.0,3.0,胡晓迪
2453,MLMD196614,马克思主义基本原理,48.0,3.0,李天姿
2454,MLMD196614,马克思主义基本原理,48.0,3.0,王亮
2455,MLMD196614,马克思主义基本原理,48.0,3.0,李天姿
2456,MLMD196614,马克思主义基本原理,48.0,3.0,李天姿
2457,MLMD196614,马克思主义基本原理,48.0,3.0,王建辉
2458,MLMD196614,马克思主义基本原理,48.0,3.0,王建辉
2459,MLMD196614,马克思主义基本原理,48.0,3.0,王建辉
2460,MLMD196614,马克思主义基本原理,48.0,3.0,王建辉
2461,MLMD196614,马克思主义基本原理,48.0,3.0,李天姿
2462,MLMD196614,马克思主义基本原理,48.0,3.0,王亮
2463,MLMD196614,马克思主义基本原理,48.0,3.0,王亮
2464,MLMD196614,马克思主义基本原理,48.0,3.0,吴鹏
2465,MLMD196614,马克思主义基本原理,48.0,3.0,吴鹏
2466,MLMD196614,马克思主义基本原理,48.0,3.0,吴鹏
2467,MLMD196614,马克思主义基本原理,48.0,3.0,杨梦瑶
2468,MLMD196614,马克思主义基本原理,48.0,3.0,林星
2469,MLMD196614,马克思主义基本原理,48.0,3.0,杨梦瑶
2470,MLMD196614,马克思主义基本原理,48.0,3.0,周延云
2471,MLMD196614,马克思主义基本原理,48.0,3.0,周延云
2472,MLMD196614,马克思主义基本原理,48.0,3.0,李永胜
2473,MLMD196614,马克思主义基本原理,48.0,3.0,梁军
2474,MLMD196614,马克思主义基本原理,48.0,3.0,杨栋
2475,MLMD196614,马克思主义基本原理,48.0,3.0,梁军
2476,MLMD196614,马克思主义基本原理,48.0,3.0,杨栋
2477,MLMD196614,马克思主义基本原理,48.0,3.0,樊晓燕
2478,MLMD196614,马克思主义基本原理,48.0,3.0,樊晓燕
2479,MLMD196614,马克思主义基本原理,48.0,3.0,马新文
2480,MLMD196614,马克思主义基本原理,48.0,3.0,范玉仙
2481,MLMD196614,马克思主义基本原理,48.0,3.0,范玉仙
2482,MLMD196614,马克思主义基本原理,48.0,3.0,景奎
2483,MLMD196614,马克思主义基本原理,48.0,3.0,马新文
2484,MLMD196614,马克思主义基本原理,48.0,3.0,肖圆圆
2485,MLMD196614,马克思主义基本原理,48.0,3.0,景奎
2486,MLMD196614,马克思主义基本原理,48.0,3.0,景奎
2487,MLMD196614,马克思主义基本原理,48.0,3.0,肖圆圆
2488,MLMD196614,马克思主义基本原理,48.0,3.0,杨梦瑶
2489,MLMD196614,马克思主义基本原理,48.0,3.0,林星
2490,MLMD196614,马克思主义基本原理,48.0,3.0,林星
2491,MLMD196614,马克思主义基本原理,48.0,3.0,刘占虎
2492,MLMD196614,马克思主义基本原理,48.0,3.0,刘占虎
2493,MLMD196614,马克思主义基本原理,48.0,3.0,王哲
2494,MLMD196614,马克思主义基本原理,48.0,3.0,王哲
2495,MLMD196614,马克思主义基本原理,48.0,3.0,李重
2496,MLMD196614,马克思主义基本原理,48.0,3.0,肖圆圆
2497,MLMD196614,马克思主义基本原理,48.0,3.0,张科豪
2498,MLMD196614,马克思主义基本原理,48.0,3.0,寇爱林
2499,MLMD196614,马克思主义基本原理,48.0,3.0,寇爱林
2500,MLMD196614,马克思主义基本原理,48.0,3.0,张科豪
2501,MLMD196614,马克思主义基本原理,48.0,3.0,寇爱林
2502,MLMD196614,马克思主义基本原理,48.0,3.0,阎春荣
2503,MLMD196614,马克思主义基本原理,48.0,3.0,阎春荣
2504,MLMD196614,马克思主义基本原理,48.0,3.0,阎春荣
2505,MLMD196614,马克思主义基本原理,48.0,3.0,阎春荣
2506,MLMD196614,马克思主义基本原理,48.0,3.0,王华
2507,MLMD196614,马克思主义基本原理,48.0,3.0,王华
2508,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,"陆卫明,金新"
2509,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,冯晔
2510,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,"陆卫明,金新"
2511,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,王维国
2512,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,武焱旻
2513,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘哲民
2514,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,陈建兵
2515,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,王琼
2516,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,钟湘鸿
2517,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,钟湘鸿
2518,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,钟湘鸿
2519,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,冯峥
2520,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,邱雨
2521,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘静
2522,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘静
2523,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,杜晓燕
2524,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,杜晓燕
2525,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,杜晓燕
2526,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,武焱旻
2527,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,冯晔
2528,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,冯晔
2529,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,邱雨
2530,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,谷永鑫
2531,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,谷永鑫
2532,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,谷永鑫
2533,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,谷永鑫
2534,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,邱雨
2535,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,雷巧玲
2536,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,雷巧玲
2537,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,冯晔
2538,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,张晓民
2539,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,张晓民
2540,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,曹芳
2541,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,陆淑敏
2542,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,陆淑敏
2543,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,陆淑敏
2544,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,孙宝玉
2545,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,孙宝玉
2546,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,沈沛
2547,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,沈沛
2548,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,田建军
2549,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,田建军
2550,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘哲民
2551,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘哲民
2552,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,沈沛
2553,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,孙宝玉
2554,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘哲民
2555,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘哲民
2556,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,孙宝玉
2557,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,刘哲民
2558,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,曹芳
2559,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,曹芳
2560,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,张晓民
2561,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,曹芳
2562,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,邱雨
2563,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,冯峥
2564,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,田建军
2565,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,"陆卫明,金新"
2566,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,何元茂
2567,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,何元茂
2568,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,何元茂
2569,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,赵金瑞
2570,MLMD199314,习近平新时代中国特色社会主义思想概论,48.0,3.0,赵金瑞
2571,MLMD300114,【2023春】专题一：走好中国式现代化之路,0.0,0.0,高飞
2572,MLMD300114,【2023春】专题一：走好中国式现代化之路,0.0,0.0,高飞
2573,MLMD300114,【2023春】专题一：走好中国式现代化之路,0.0,0.0,高飞
2574,MLMD300114,【2023春】专题一：走好中国式现代化之路,0.0,0.0,高飞
2575,MLMD300114,【2023春】专题一：走好中国式现代化之路,0.0,0.0,高飞
2576,MLMD300114,【2023春】专题一：走好中国式现代化之路,0.0,0.0,高飞
2577,MLMD300214,【2023春】专题二：脆弱复苏的世界经济（何志敏）,0.0,0.0,何志敏
2578,MLMD300214,【2023春】专题二：脆弱复苏的世界经济（何志敏）,0.0,0.0,何志敏
2579,MLMD300214,【2023春】专题二：脆弱复苏的世界经济（何志敏）,0.0,0.0,何志敏
2580,MLMD300214,【2023春】专题二：脆弱复苏的世界经济（何志敏）,0.0,0.0,何志敏
2581,MLMD300214,【2023春】专题二：脆弱复苏的世界经济（何志敏）,0.0,0.0,何志敏
2582,MLMD300214,【2023春】专题二：脆弱复苏的世界经济（何志敏）,0.0,0.0,何志敏
2583,MLMD300214,【2023春】专题二：脆弱复苏的世界经济（何志敏）,0.0,0.0,何志敏
2584,MLMD300214,【2023春】专题二：脆弱复苏的世界经济（何志敏）,0.0,0.0,何志敏
2585,MLMD300314,【2023春】专题三：聚天下英才 筑强国之基（岳潇）,0.0,0.0,岳潇
2586,MLMD300314,【2023春】专题三：聚天下英才 筑强国之基（岳潇）,0.0,0.0,岳潇
2587,MLMD300314,【2023春】专题三：聚天下英才 筑强国之基（岳潇）,0.0,0.0,岳潇
2588,MLMD300314,【2023春】专题三：聚天下英才 筑强国之基（岳潇）,0.0,0.0,岳潇
2589,MLMD300314,【2023春】专题三：聚天下英才 筑强国之基（岳潇）,0.0,0.0,岳潇
2590,MLMD300314,【2023春】专题三：聚天下英才 筑强国之基（岳潇）,0.0,0.0,岳潇
2591,MLMD300314,【2023春】专题三：聚天下英才 筑强国之基（岳潇）,0.0,0.0,岳潇
2592,MLMD300314,【2023春】专题三：聚天下英才 筑强国之基（岳潇）,0.0,0.0,岳潇
2593,MLMD300314,【2023春】专题三：聚天下英才 筑强国之基（岳潇）,0.0,0.0,岳潇
2594,MLMD300314,【2023春】专题三：聚天下英才 筑强国之基（岳潇）,0.0,0.0,岳潇
2595,MLMD300414,【2023春】专题四：新时代中国外交战略（朱旭）,0.0,0.0,朱旭
2596,MLMD300414,【2023春】专题四：新时代中国外交战略（朱旭）,0.0,0.0,朱旭
2597,MLMD300414,【2023春】专题四：新时代中国外交战略（朱旭）,0.0,0.0,朱旭
2598,MLMD300414,【2023春】专题四：新时代中国外交战略（朱旭）,0.0,0.0,朱旭
2599,MLMD300414,【2023春】专题四：新时代中国外交战略（朱旭）,0.0,0.0,朱旭
2600,MLMD300414,【2023春】专题四：新时代中国外交战略（朱旭）,0.0,0.0,朱旭
2601,MLMD300514,【2023春】专题五：正确认识全球能源安全形势（魏琳）,0.0,0.0,魏琳
2602,MLMD300514,【2023春】专题五：正确认识全球能源安全形势（魏琳）,0.0,0.0,魏琳
2603,MLMD300514,【2023春】专题五：正确认识全球能源安全形势（魏琳）,0.0,0.0,魏琳
2604,MLMD300514,【2023春】专题五：正确认识全球能源安全形势（魏琳）,0.0,0.0,魏琳
2605,MLMD300514,【2023春】专题五：正确认识全球能源安全形势（魏琳）,0.0,0.0,魏琳
2606,MLMD300514,【2023春】专题五：正确认识全球能源安全形势（魏琳）,0.0,0.0,魏琳
2607,MLMD300614,【2023春】专题六：深刻理解教育、科技、人才三位一体战略（权小娟）,0.0,0.0,权小娟
2608,MLMD300614,【2023春】专题六：深刻理解教育、科技、人才三位一体战略（权小娟）,0.0,0.0,权小娟
2609,MLMD300614,【2023春】专题六：深刻理解教育、科技、人才三位一体战略（权小娟）,0.0,0.0,权小娟
2610,MLMD300614,【2023春】专题六：深刻理解教育、科技、人才三位一体战略（权小娟）,0.0,0.0,权小娟
2611,MLMD300614,【2023春】专题六：深刻理解教育、科技、人才三位一体战略（权小娟）,0.0,0.0,权小娟
2612,MLMD300614,【2023春】专题六：深刻理解教育、科技、人才三位一体战略（权小娟）,0.0,0.0,权小娟
2613,MLMD300614,【2023春】专题六：深刻理解教育、科技、人才三位一体战略（权小娟）,0.0,0.0,权小娟
2614,MLMD300614,【2023春】专题六：深刻理解教育、科技、人才三位一体战略（权小娟）,0.0,0.0,权小娟
2615,MLMD300614,【2023春】专题六：深刻理解教育、科技、人才三位一体战略（权小娟）,0.0,0.0,权小娟
2616,MLMD300614,【2023春】专题六：深刻理解教育、科技、人才三位一体战略（权小娟）,0.0,0.0,权小娟
2617,MLMD300714,【2023春】专题七：书写“一国两制”实践新篇章（张楠）,0.0,0.0,张楠
2618,MLMD300714,【2023春】专题七：书写“一国两制”实践新篇章（张楠）,0.0,0.0,张楠
2619,MLMD300714,【2023春】专题七：书写“一国两制”实践新篇章（张楠）,0.0,0.0,张楠
2620,MLMD300714,【2023春】专题七：书写“一国两制”实践新篇章（张楠）,0.0,0.0,张楠
2621,MLMD300714,【2023春】专题七：书写“一国两制”实践新篇章（张楠）,0.0,0.0,张楠
2622,MLMD300714,【2023春】专题七：书写“一国两制”实践新篇章（张楠）,0.0,0.0,张楠
2623,MLMD300714,【2023春】专题七：书写“一国两制”实践新篇章（张楠）,0.0,0.0,张楠
2624,MLMD300714,【2023春】专题七：书写“一国两制”实践新篇章（张楠）,0.0,0.0,张楠
2625,MLMD300714,【2023春】专题七：书写“一国两制”实践新篇章（张楠）,0.0,0.0,张楠
2626,MLMD300714,【2023春】专题七：书写“一国两制”实践新篇章（张楠）,0.0,0.0,张楠
2627,MLMD300914,【2023春】专题九：开创高质量发展新局面（周远）,0.0,0.0,周远
2628,MLMD300914,【2023春】专题九：开创高质量发展新局面（周远）,0.0,0.0,周远
2629,MLMD300914,【2023春】专题九：开创高质量发展新局面（周远）,0.0,0.0,周远
2630,MLMD300914,【2023春】专题九：开创高质量发展新局面（周远）,0.0,0.0,周远
2631,MLMD300914,【2023春】专题九：开创高质量发展新局面（周远）,0.0,0.0,周远
2632,MLMD300914,【2023春】专题九：开创高质量发展新局面（周远）,0.0,0.0,周远
2633,MLMD300914,【2023春】专题九：开创高质量发展新局面（周远）,0.0,0.0,周远
2634,MLMD300914,【2023春】专题九：开创高质量发展新局面（周远）,0.0,0.0,周远
2635,MLMD300914,【2023春】专题九：开创高质量发展新局面（周远）,0.0,0.0,周远
2636,MLMD300914,【2023春】专题九：开创高质量发展新局面（周远）,0.0,0.0,周远
2637,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2638,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2639,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2640,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2641,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2642,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2643,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2644,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2645,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2646,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2647,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2648,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2649,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2650,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2651,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2652,MLMD301014,【2023春】专题十：构建全国统一大市场，畅通国内大循环（伊景冰）,2.0,0.0,伊景冰
2653,MLMD301114,【2023春】专题十一：提升网络信息安全素养（高如）,2.0,0.0,高如
2654,MLMD301114,【2023春】专题十一：提升网络信息安全素养（高如）,2.0,0.0,高如
2655,MLMD301114,【2023春】专题十一：提升网络信息安全素养（高如）,2.0,0.0,高如
2656,MLMD301114,【2023春】专题十一：提升网络信息安全素养（高如）,2.0,0.0,高如
2657,MLMD301114,【2023春】专题十一：提升网络信息安全素养（高如）,2.0,0.0,高如
2658,MLMD301114,【2023春】专题十一：提升网络信息安全素养（高如）,2.0,0.0,高如
2659,MLMD301114,【2023春】专题十一：提升网络信息安全素养（高如）,2.0,0.0,高如
2660,MLMD301114,【2023春】专题十一：提升网络信息安全素养（高如）,2.0,0.0,高如
2661,MLMD301114,【2023春】专题十一：提升网络信息安全素养（高如）,2.0,0.0,高如
2662,MLMD301114,【2023春】专题十一：提升网络信息安全素养（高如）,2.0,0.0,高如
2663,MLMD301214,【2023春】专题十二：加快建设农业强国 推进农业农村现代化（武星星）,2.0,0.0,武星星
2664,MLMD301214,【2023春】专题十二：加快建设农业强国 推进农业农村现代化（武星星）,2.0,0.0,武星星
2665,MLMD301214,【2023春】专题十二：加快建设农业强国 推进农业农村现代化（武星星）,2.0,0.0,武星星
2666,MLMD301214,【2023春】专题十二：加快建设农业强国 推进农业农村现代化（武星星）,2.0,0.0,武星星
2667,MLMD301214,【2023春】专题十二：加快建设农业强国 推进农业农村现代化（武星星）,2.0,0.0,武星星
2668,MLMD301214,【2023春】专题十二：加快建设农业强国 推进农业农村现代化（武星星）,2.0,0.0,武星星
2669,MLMD301214,【2023春】专题十二：加快建设农业强国 推进农业农村现代化（武星星）,2.0,0.0,武星星
2670,MLMD301214,【2023春】专题十二：加快建设农业强国 推进农业农村现代化（武星星）,2.0,0.0,武星星
2671,MLMD301214,【2023春】专题十二：加快建设农业强国 推进农业农村现代化（武星星）,2.0,0.0,武星星
2672,MLMD301214,【2023春】专题十二：加快建设农业强国 推进农业农村现代化（武星星）,2.0,0.0,武星星
2673,MLMD301314,【2023春】专题十三：走好中国现代化之路（李婧）,2.0,0.0,李婧
2674,MLMD301314,【2023春】专题十三：走好中国现代化之路（李婧）,2.0,0.0,李婧
2675,MLMD301314,【2023春】专题十三：走好中国现代化之路（李婧）,2.0,0.0,李婧
2676,MLMD301314,【2023春】专题十三：走好中国现代化之路（李婧）,2.0,0.0,李婧
2677,MLMD301314,【2023春】专题十三：走好中国现代化之路（李婧）,2.0,0.0,李婧
2678,MLMD301314,【2023春】专题十三：走好中国现代化之路（李婧）,2.0,0.0,李婧
2679,MLMD301314,【2023春】专题十三：走好中国现代化之路（李婧）,2.0,0.0,李婧
2680,MLMD301314,【2023春】专题十三：走好中国现代化之路（李婧）,2.0,0.0,李婧
2681,MLMD301314,【2023春】专题十三：走好中国现代化之路（李婧）,2.0,0.0,李婧
2682,MLMD301314,【2023春】专题十三：走好中国现代化之路（李婧）,2.0,0.0,李婧
2683,MLMD301414,【2023春】专题十四：美国印太战略与中国的对策（李家胜）,2.0,0.0,李家胜
2684,MLMD301414,【2023春】专题十四：美国印太战略与中国的对策（李家胜）,2.0,0.0,李家胜
2685,MLMD301414,【2023春】专题十四：美国印太战略与中国的对策（李家胜）,2.0,0.0,李家胜
2686,MLMD301414,【2023春】专题十四：美国印太战略与中国的对策（李家胜）,2.0,0.0,李家胜
2687,MLMD301414,【2023春】专题十四：美国印太战略与中国的对策（李家胜）,2.0,0.0,李家胜
2688,MLMD301414,【2023春】专题十四：美国印太战略与中国的对策（李家胜）,2.0,0.0,李家胜
2689,MLMD301414,【2023春】专题十四：美国印太战略与中国的对策（李家胜）,2.0,0.0,李家胜
2690,MLMD301414,【2023春】专题十四：美国印太战略与中国的对策（李家胜）,2.0,0.0,李家胜
2691,MLMD301414,【2023春】专题十四：美国印太战略与中国的对策（李家胜）,2.0,0.0,李家胜
2692,MLMD301514,【2023春】专题十五：正确认识全球能源安全形势（冯亮）,2.0,0.0,冯亮
2693,MLMD301514,【2023春】专题十五：正确认识全球能源安全形势（冯亮）,2.0,0.0,冯亮
2694,MLMD301514,【2023春】专题十五：正确认识全球能源安全形势（冯亮）,2.0,0.0,冯亮
2695,MLMD301514,【2023春】专题十五：正确认识全球能源安全形势（冯亮）,2.0,0.0,冯亮
2696,MLMD301514,【2023春】专题十五：正确认识全球能源安全形势（冯亮）,2.0,0.0,冯亮
2697,MLMD301514,【2023春】专题十五：正确认识全球能源安全形势（冯亮）,2.0,0.0,冯亮
2698,MLMD301514,【2023春】专题十五：正确认识全球能源安全形势（冯亮）,2.0,0.0,冯亮
2699,MLMD301514,【2023春】专题十五：正确认识全球能源安全形势（冯亮）,2.0,0.0,冯亮
2700,MLMD301514,【2023春】专题十五：正确认识全球能源安全形势（冯亮）,2.0,0.0,冯亮
2701,MLMD301614,【2023春】专题十六：走好中国式现代化之路（杨华）,2.0,0.0,杨华
2702,MLMD301614,【2023春】专题十六：走好中国式现代化之路（杨华）,2.0,0.0,杨华
2703,MLMD301614,【2023春】专题十六：走好中国式现代化之路（杨华）,2.0,0.0,杨华
2704,MLMD301714,【2023春】专题十四：美国印太战略与中国的对策（李家胜）2,2.0,0.0,李家胜
2705,MLMD301714,【2023春】专题十四：美国印太战略与中国的对策（李家胜）2,2.0,0.0,李家胜
2706,MLMD301714,【2023春】专题十四：美国印太战略与中国的对策（李家胜）2,2.0,0.0,李家胜
2707,MLMD402814,中共党史,48.0,3.0,"陆卫明,田建军,杜晓燕"
2708,MLMD402914,思想政治教育原理与方法研究,48.0,3.0,"马忠,高飞,朱旭,燕连福,杨华,冯亮,岳潇"
2709,MLMD403114,西方哲学史,48.0,3.0,寇爱林
2710,MLMD403414,马克思主义哲学专题研究,48.0,3.0,吴鹏
2711,MLMD403714,马克思主义哲学经典著作选读,48.0,3.0,燕连福
2712,MLMD502414,现代西方经济学流派,48.0,3.0,樊晓燕
2713,MLMD502514,伦理学概论,32.0,2.0,雒自新
2714,MLMD502614,西方政治思想史,48.0,3.0,李景平
2715,MLMD502714,世界近现代史,48.0,3.0,金新
2716,MLMD503414,当代中国政府与政治,32.0,2.0,王维国
2717,MLMD503514,马克思主义与当代社会思潮,48.0,3.0,王哲
2718,POLI100114,当代世界政治与经济,32.0,2.0,金新
2719,POLI100214,政治经济学,48.0,3.0,刘儒
2720,MATH010007,专业导论（数学类）,16.0,1.0,"徐宗本,刘小川,杨家青,曾薇,郗平,郭士民,姜丹丹"
2721,MATH200807,概率论,32.0,2.0,柳文波
2722,MATH201107,复变函数与积分变换,48.0,3.0,陈虎民
2723,MATH201307,数学建模I,58.0,3.0,乔琛
2724,MATH201407,数学建模II,40.0,2.0,李换琴
2725,MATH201407,数学建模II,40.0,2.0,李换琴
2726,MATH201507,经济数学建模,36.0,2.0,刘康民
2727,MATH201507,经济数学建模,36.0,2.0,刘康民
2728,MATH201607,数学物理方程,32.0,2.0,刘庆芳
2729,MATH201607,数学物理方程,32.0,2.0,刘庆芳
2730,MATH201607,数学物理方程,32.0,2.0,王宇莹
2731,MATH201607,数学物理方程,32.0,2.0,王宇莹
2732,MATH293207,线性代数,64.0,4.0,王仁振
2733,MATH293307,基础数学实验,48.0,2.0,马军
2734,MATH293507,数学Ⅱ,48.0,3.0,陈虎民
2735,MATH293507,数学Ⅱ,48.0,3.0,李田
2736,MATH293607,高等数学（留） II2,104.0,6.5,刘峰
2737,MATH293807,高等数学（民族预科）,96.0,6.0,邸双亮
2738,MATH294307,高等数学I-2,110.0,6.5,张引娣
2739,MATH294307,高等数学I-2,110.0,6.5,乔亚梅
2740,MATH294307,高等数学I-2,110.0,6.5,刘亚相
2741,MATH294307,高等数学I-2,110.0,6.5,高安喜
2742,MATH294307,高等数学I-2,110.0,6.5,郭丁和
2743,MATH294307,高等数学I-2,110.0,6.5,王宁
2744,MATH294307,高等数学I-2,110.0,6.5,吴慧卓
2745,MATH294307,高等数学I-2,110.0,6.5,葛照强
2746,MATH294307,高等数学I-2,110.0,6.5,常争鸣
